Omschrijvi,Naam,source,OBJECTID,UVID,BOUWWERKCO,AFSTOOTSTA,Shape_Leng,Shape_Area,EAN,Gebouwcode hoofdaansluiting,Gekoppelde aansluiting,Entity,Portefeuille,Naam Defensie,Bouwwerkfunctie,Adres,Postcode,Plaats,Contractcapaciteit,Aangevraagde Contractcapaciteit,Toekomstige contractcapaciteit,Maximaal piekvermogen,Verhoogde basislast,Vermogen laadpunten,WP vermogen,Max vermogen verbruik,Max ruimte verbruik,Oordeel verbruik,WP Zonnepanelen,Max ruimte opwek,Oordeel opwek,Projectnaam,Volgorde,Status_project,type_project_,Potentie,Planning,URL_projectpagina,RES_Regio,scope_omschrijving,Type_project_icon,Shape__Area,Shape__Length,cluster_id,lon,lat,geometry_wkt
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.366400993130793,51.46645765459762,POINT (5.366400993130793 51.46645765459762)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.3696004026434805,51.47039236354343,POINT (5.3696004026434805 51.47039236354343)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.3641218550748935,51.47641908691369,POINT (5.3641218550748935 51.47641908691369)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.384535269248678,51.4661954900217,POINT (5.384535269248678 51.4661954900217)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.376889816044337,51.46361718305658,POINT (5.376889816044337 51.46361718305658)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.375395395734585,51.43768678665926,POINT (5.375395395734585 51.43768678665926)
Voorkeursalternatief voor IBT centrum,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.375395395734585,51.43768678665926,POINT (5.375395395734585 51.43768678665926)
Uitbreiding raccordement t harde,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.912625663024339,52.41770189499034,POINT (5.912625663024339 52.41770189499034)
Gebruik van de kazerne Heerenveen,Generaal-Majoor Brugmankazerne,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.905666744258577,52.96777433953627,POINT (5.905666744258577 52.96777433953627)
Juridische borging beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.837733133190837,52.892699259010094,POINT Z (4.837733133190837 52.892699259010094 105.77000000000407)
Juridische borging beperkingengebied,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.210305779600719,51.53884034873072,POINT Z (5.210305779600719 51.53884034873072 170.05999999999767)
Mogelijkheden voor dynamisch schieten met voertuig,Schietbaan Marnewaard,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.246059301252956,53.41175520215248,POINT (6.246059301252956 53.41175520215248)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.242729281991254,53.41864877588357,POINT (6.242729281991254 53.41864877588357)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.245934013501492,53.423308233107406,POINT (6.245934013501492 53.423308233107406)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.2487168739791095,53.429525083991976,POINT (6.2487168739791095 53.429525083991976)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.2524511489480314,53.4424187532321,POINT (6.2524511489480314 53.4424187532321)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,6.2512451808737515,53.45104385079188,POINT (6.2512451808737515 53.45104385079188)
,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.845703737148964,52.36956103163682,POINT (5.845703737148964 52.36956103163682)
,A,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.843854827607151,52.362773533703724,POINT (5.843854827607151 52.362773533703724)
,D,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.9726362099114905,52.40493641668315,POINT (5.9726362099114905 52.40493641668315)
,C,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.934895354581198,52.38212002618541,POINT (5.934895354581198 52.38212002618541)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.845215640465129,52.38033818623828,POINT (5.845215640465129 52.38033818623828)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.94548556857923,52.4022542471776,POINT (5.94548556857923 52.4022542471776)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.949398434980664,52.404523548465775,POINT (5.949398434980664 52.404523548465775)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.949309824759599,52.40707242903345,POINT (5.949309824759599 52.40707242903345)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.95036057357458,52.40937996773145,POINT (5.95036057357458 52.40937996773145)
Uitbreiden Artillerie schietkamp,B,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.844407114569548,52.3710144669578,POINT (5.844407114569548 52.3710144669578)
Uitbreiden Artillerie schietkamp,D,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.9726362099114905,52.40493641668315,POINT (5.9726362099114905 52.40493641668315)
Uitbreiden Artillerie schietkamp,C,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.934895354581198,52.38212002618541,POINT (5.934895354581198 52.38212002618541)
Voorkeursalternatief uitbreiding depot Poortugaal,VKA depot Poortugaal,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.411329027520505,51.85242982878918,POINT (4.411329027520505 51.85242982878918)
Uitbreiding milieuruimte t.b.v. activiteiten,Vliegbasis Woensdrecht,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.341083382951159,51.443427883175815,POINT (4.341083382951159 51.443427883175815)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350325363403283,51.43309063658697,POINT (4.350325363403283 51.43309063658697)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350345888202436,51.433098010458984,POINT (4.350345888202436 51.433098010458984)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350357673799607,51.433090474298844,POINT (4.350357673799607 51.433090474298844)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350376042466543,51.43311760547574,POINT (4.350376042466543 51.43311760547574)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.3503977112287435,51.43318971251067,POINT (4.3503977112287435 51.43318971251067)
,,Locatiespecifiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.350401894076233,51.43315873657953,POINT (4.350401894076233 51.43315873657953)
